gene_id,experiment_id,log2fc,padj
CCNA_00138,quintero_wt-lowK_vs_ΔkdpE-lowK,0.631124159489967,0.0509061180086613
CCNA_00139,quintero_wt-lowK_vs_ΔkdpE-lowK,0.0967053977937539,0.878462045891448
CCNA_00140,quintero_wt-lowK_vs_ΔkdpE-lowK,-0.146351267742716,0.775887685244165
CCNA_00141,quintero_wt-lowK_vs_ΔkdpE-lowK,0.0777245657026322,0.923539526943726
CCNA_00142,quintero_wt-lowK_vs_ΔkdpE-lowK,0.0552250098364265,0.958927573897016
CCNA_00143,quintero_wt-lowK_vs_ΔkdpE-lowK,0.0998809870011349,0.894855577835273
CCNA_00144,quintero_wt-lowK_vs_ΔkdpE-lowK,0.00131423498117398,0.997836432254234
CCNA_00145,quintero_wt-lowK_vs_ΔkdpE-lowK,-0.0847189695321085,0.913170513657892
CCNA_00146,quintero_wt-lowK_vs_ΔkdpE-lowK,0.0483918766656902,0.958927573897016
CCNA_00147,quintero_wt-lowK_vs_ΔkdpE-lowK,-0.597554897423736,0.0630084361830185
CCNA_00148,quintero_wt-lowK_vs_ΔkdpE-lowK,-0.763059403043371,1.97776556542423e-5
CCNA_00149,quintero_wt-lowK_vs_ΔkdpE-lowK,-0.550344447246709,0.0194257227337248
CCNA_00150,quintero_wt-lowK_vs_ΔkdpE-lowK,-0.190334212026353,0.642387185463284
CCNA_00151,quintero_wt-lowK_vs_ΔkdpE-lowK,0.299412800340641,0.483670601447068
CCNA_00152,quintero_wt-lowK_vs_ΔkdpE-lowK,-0.194608803220767,0.603732915346482
CCNA_00153,quintero_wt-lowK_vs_ΔkdpE-lowK,-0.136977352522723,0.792111378499706
CCNA_00154,quintero_wt-lowK_vs_ΔkdpE-lowK,-0.0312625911730465,0.982930521322842
CCNA_00155,quintero_wt-lowK_vs_ΔkdpE-lowK,0.136967218353688,0.792111378499706
CCNA_00156,quintero_wt-lowK_vs_ΔkdpE-lowK,0.0641911892918918,0.954034318977735
CCNA_00157,quintero_wt-lowK_vs_ΔkdpE-lowK,0.0736597615788928,0.928646988453598
CCNA_R0100,quintero_wt-lowK_vs_ΔkdpE-lowK,-0.467026651690985,0.269734643438536
CCNA_00158,quintero_wt-lowK_vs_ΔkdpE-lowK,0.136354571742195,0.795487438151385
CCNA_00159,quintero_wt-lowK_vs_ΔkdpE-lowK,0.180658256728114,0.681836803848397
CCNA_00160,quintero_wt-lowK_vs_ΔkdpE-lowK,0.155629245675066,0.792111378499706
CCNA_00161,quintero_wt-lowK_vs_ΔkdpE-lowK,0.0355441561684635,0.966972926487221
CCNA_00162,quintero_wt-lowK_vs_ΔkdpE-lowK,0.0581641034747366,0.948220924133938
CCNA_00163,quintero_wt-lowK_vs_ΔkdpE-lowK,-0.0759337882729199,0.927551435100477
CCNA_00164,quintero_wt-lowK_vs_ΔkdpE-lowK,-0.180518772381271,0.727551258370868
CCNA_00165,quintero_wt-lowK_vs_ΔkdpE-lowK,0.0132910120914891,0.996622663272792
CCNA_03915,quintero_wt-lowK_vs_ΔkdpE-lowK,0.281490769399813,0.57805477078723
CCNA_00166,quintero_wt-lowK_vs_ΔkdpE-lowK,0.0451710495791192,0.958927573897016
CCNA_00167,quintero_wt-lowK_vs_ΔkdpE-lowK,-0.0979229189673035,0.910034817545404
CCNA_00168,quintero_wt-lowK_vs_ΔkdpE-lowK,0.0192389429225184,0.990087996233493
CCNA_00169,quintero_wt-lowK_vs_ΔkdpE-lowK,0.159904236580417,0.768618544764916
CCNA_00170,quintero_wt-lowK_vs_ΔkdpE-lowK,0.00879090528521821,0.996622663272792
CCNA_00171,quintero_wt-lowK_vs_ΔkdpE-lowK,-0.180760882255793,0.802539892773751
CCNA_00172,quintero_wt-lowK_vs_ΔkdpE-lowK,0.0154062513007712,0.996622663272792
CCNA_00173,quintero_wt-lowK_vs_ΔkdpE-lowK,-0.0690048730850551,0.943883074781333
CCNA_00174,quintero_wt-lowK_vs_ΔkdpE-lowK,-0.0995627582014535,0.914219273453641
CCNA_00175,quintero_wt-lowK_vs_ΔkdpE-lowK,0.0966022325305388,0.897367818490869
CCNA_00176,quintero_wt-lowK_vs_ΔkdpE-lowK,-0.0836740024352608,0.938322087100988
CCNA_00177,quintero_wt-lowK_vs_ΔkdpE-lowK,0.0101230117420016,NA
CCNA_00178,quintero_wt-lowK_vs_ΔkdpE-lowK,0.0344627075318416,NA
CCNA_00179,quintero_wt-lowK_vs_ΔkdpE-lowK,-0.0810784112332534,0.92923972462657
CCNA_00180,quintero_wt-lowK_vs_ΔkdpE-lowK,-0.0079733448072293,0.996622663272792
CCNA_00181,quintero_wt-lowK_vs_ΔkdpE-lowK,-0.11525794364903,0.897528818205775
CCNA_00182,quintero_wt-lowK_vs_ΔkdpE-lowK,-0.125872320444403,0.870129066192597
CCNA_00183,quintero_wt-lowK_vs_ΔkdpE-lowK,0.0444206488799807,0.966304857621077
CCNA_00184,quintero_wt-lowK_vs_ΔkdpE-lowK,-0.207301348641438,NA
CCNA_00185,quintero_wt-lowK_vs_ΔkdpE-lowK,-0.458858112293478,0.255101794774501
CCNA_R0003,quintero_wt-lowK_vs_ΔkdpE-lowK,0.393187554103708,0.35889710946827
CCNA_00186,quintero_wt-lowK_vs_ΔkdpE-lowK,-0.0664998528418705,0.943590937062561
CCNA_00187,quintero_wt-lowK_vs_ΔkdpE-lowK,-0.0122844370311323,0.996622663272792
CCNA_00188,quintero_wt-lowK_vs_ΔkdpE-lowK,-0.0929745048895498,0.896331396436136
CCNA_00189,quintero_wt-lowK_vs_ΔkdpE-lowK,0.123404900958912,0.851542092283078
CCNA_00190,quintero_wt-lowK_vs_ΔkdpE-lowK,0.231448093276123,0.621553329638494
CCNA_00191,quintero_wt-lowK_vs_ΔkdpE-lowK,-0.0881317441918787,0.910927646949931
CCNA_00192,quintero_wt-lowK_vs_ΔkdpE-lowK,-0.0490251467483231,0.961045724700233
CCNA_00193,quintero_wt-lowK_vs_ΔkdpE-lowK,-0.315536292098663,0.434877213657694
CCNA_00194,quintero_wt-lowK_vs_ΔkdpE-lowK,-0.0191931562618232,0.990640399994165
CCNA_00195,quintero_wt-lowK_vs_ΔkdpE-lowK,0.0613959542042652,0.948220924133938
CCNA_00196,quintero_wt-lowK_vs_ΔkdpE-lowK,0.160367124449802,0.76243208338267
CCNA_R0004,quintero_wt-lowK_vs_ΔkdpE-lowK,-0.28473010542288,NA
CCNA_00197,quintero_wt-lowK_vs_ΔkdpE-lowK,0.063750041751919,0.948220924133938
CCNA_00198,quintero_wt-lowK_vs_ΔkdpE-lowK,0.189375697658076,0.712868238061611
CCNA_00199,quintero_wt-lowK_vs_ΔkdpE-lowK,-0.147046613646639,0.764441124362869
CCNA_00200,quintero_wt-lowK_vs_ΔkdpE-lowK,-0.170093391835898,0.792111378499706
CCNA_00201,quintero_wt-lowK_vs_ΔkdpE-lowK,0.066004066007599893,0.937919850727579
CCNA_00202,quintero_wt-lowK_vs_ΔkdpE-lowK,-0.0387882015525495,0.966276259130522
CCNA_00203,quintero_wt-lowK_vs_ΔkdpE-lowK,-0.103791683069638,0.888070713772228
CCNA_00204,quintero_wt-lowK_vs_ΔkdpE-lowK,-0.066750053044594,0.927780362284331
CCNA_00205,quintero_wt-lowK_vs_ΔkdpE-lowK,-0.0370291613322434,0.969567217199533
CCNA_03916,quintero_wt-lowK_vs_ΔkdpE-lowK,0.341370092304805,NA
CCNA_00206,quintero_wt-lowK_vs_ΔkdpE-lowK,-0.22680196787426,0.633709468343663
CCNA_00207,quintero_wt-lowK_vs_ΔkdpE-lowK,-0.290666241300831,0.400101840898544
CCNA_00208,quintero_wt-lowK_vs_ΔkdpE-lowK,0.00323497383096365,0.996622663272792
CCNA_00209,quintero_wt-lowK_vs_ΔkdpE-lowK,0.0997865926544359,0.893651922940822
CCNA_00210,quintero_wt-lowK_vs_ΔkdpE-lowK,-0.0142967908583078,0.996622663272792
CCNA_00211,quintero_wt-lowK_vs_ΔkdpE-lowK,0.255161991998351,0.523363784838003
CCNA_00212,quintero_wt-lowK_vs_ΔkdpE-lowK,0.11205895481114,0.889065547972275
CCNA_00213,quintero_wt-lowK_vs_ΔkdpE-lowK,0.172973614281828,0.788976201947821
CCNA_00214,quintero_wt-lowK_vs_ΔkdpE-lowK,0.20627660930885,0.80530628850682
CCNA_R0101,quintero_wt-lowK_vs_ΔkdpE-lowK,0.327744386816245,0.585585739814719
CCNA_00215,quintero_wt-lowK_vs_ΔkdpE-lowK,0.29753179632756,0.370436809925315
CCNA_00216,quintero_wt-lowK_vs_ΔkdpE-lowK,0.168811257154778,0.812440502739885
CCNA_00217,quintero_wt-lowK_vs_ΔkdpE-lowK,-0.227771232543143,0.538329268350282
CCNA_00218,quintero_wt-lowK_vs_ΔkdpE-lowK,0.0703640448288162,0.933313267334845
